,Hotels,Prices,Descriptions,Full_Descriptions
640,Le Patio - Hyper centre Marseille-Cours Julien,€ 847,"2 beds (1 double, 1 sofa bed)","Le Patio - Hyper centre Marseille-Cours Julien features a terrace and is located in Marseille, within just 1.9 km of Castellane Metro Station and 1.9 km of Saint-Ferreol Street. Guests staying at this apartment have access to a patio. Free WiFi is available throughout the property and La Timone Metro Station is 1.1 km away.

The apartment is located on the ground floor and comes with 1 bedroom, a flat-screen TV with satellite channels and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a toaster and a fridge. Towels and bed linen are provided in the apartment. The property has an outdoor dining area.

Vieux Port Metro station is 2.6 km from the apartment, while Marseille Saint-Charles Train Station is 1.8 km away. The nearest airport is Marseille Provence Airport, 24 km from Le Patio - Hyper centre Marseille-Cours Julien."
641,Novotel Marseille Est Porte d'Aubagne,€ 644,"2 beds (1 sofa bed, 1 large double)","Novotel Marseille Est Porte d'Aubagne is located 11 km east of central Marseille, within easy access of the A50 motorway. It offers free WiFi and has an outdoor swimming pool.

The soundproofed guest rooms include air conditioning, a TV with satellite and cable channels and a minibar. The private bathroom has a bath or shower and there is a separate toilet.

Novotel Marseille Est Porte d'Aubagne serves a daily buffet breakfast, which can be served in the guest room upon request. A ""City Breakfast"" can also be served at the bar until 12:00. Guests can enjoy a meal or snack in the restaurant, the bar or on the terrace.

In addition to the outdoor pool (unheated), there is also an outdoor tennis court, boules area and children’s play area.

Novotel Marseille Est Porte d'Aubagne is a 10-minute drive from Marseille’s Old Port and 10 km from the Parc Chanot Exhibition Centre. Free on-site parking is available for guests exploring the Provence region by car."
642,petit studio indépendant dans jardin,€ 390,Managed by a private host,"Petit studio indépendant dans jardin, a property with a garden, is set in Marseille, 10 km from Marseille Saint-Charles Train Station, 11 km from Saint-Ferreol Street, as well as 11 km from Joliette Metro Station. With free private parking, the property is 8.7 km from La Timone Metro Station and 10 km from Vieux Port Metro station. The property is non-smoking and is situated 10 km from Castellane Metro Station.

The holiday home features 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a fully equipped kitchenette, and a terrace with garden views. For added privacy, the accommodation features a private entrance.

Les Terrasses du Port Shopping Centre is 11 km from the holiday home, while Marseille Chanot Exhibition and Convention Centre is 11 km from the property. The nearest airport is Marseille Provence Airport, 26 km from petit studio indépendant dans jardin."
643,"Le Borély: Appartement climatisé avec 2 chambres, à 800m de la plage","€ 1,227",2 double beds,"Located in Marseille, just less than 1 km from Bonneveine, Le Borély: Appartement climatisé avec 2 chambres, à 800m de la plage provides beachfront accommodation with a garden, a terrace and free WiFi. The air-conditioned accommodation is 1.1 km from Plage de l'Huveaune. The property is non-smoking and is set 1.1 km from Borely.

The apartment is equipped with 2 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a toaster. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Orange Velodrome Stadium is 2.4 km from the apartment, while Rond-Point du Prado Metro Station is 2.6 km away. The nearest airport is Marseille Provence Airport, 28 km from Le Borély: Appartement climatisé avec 2 chambres, à 800m de la plage."
644,"Cocon Urbain, Centre Ville Quartier Vieux-Port - rue Paradis, Rénové, Climatisé 3pers",€ 652,Managed by a private host,"Set in Marseille, 2.7 km from Plage des Catalans and 500 metres from Saint-Ferreol Street, Cocon Urbain, Centre Ville Quartier Vieux-Port - rue Paradis, Rénové, Climatisé 3pers offers air conditioning. Among the facilities at this property are a 24-hour front desk and full-day security, along with free WiFi throughout the property. The property is non-smoking and is situated 600 metres from Castellane Metro Station.

The apartment has 1 bedroom, a flat-screen TV with streaming services, a fully equipped kitchen with a microwave and a fridge, a washing machine, and 1 bathroom with a shower. The apartment offers bed linen, towels and laundry service.

A minimarket is available at the apartment.

Guests at the apartment will be able to enjoy activities in and around Marseille, like walking tours.

Popular points of interest near Cocon Urbain, Centre Ville Quartier Vieux-Port - rue Paradis, Rénové, Climatisé 3pers include Vieux Port Metro station, Notre-Dame de la Garde Basilica and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
645,Duplex Bompard-2 Ch Climatisées à 5 min des plages,"€ 1,112","3 beds (1 single, 1 double, 1 large double)","Offering sea views, Duplex Bompard-2 Ch Climatisées à 5 min des plages is an accommodation located in Marseille, 1.1 km from Plage des Catalans and 1.2 km from Plage de Maldorme. The air-conditioned accommodation is 1.3 km from Palais du Pharo. Free WiFi is available throughout the property and Fausse Monnaie is less than 1 km away.

This apartment is equipped with 2 bedrooms, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 2 bathrooms equipped with a bath. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Saint-Ferreol Street is 2.1 km from the apartment, while Vieux Port Metro station is 2 km away. The nearest airport is Marseille Provence Airport, 24 km from Duplex Bompard-2 Ch Climatisées à 5 min des plages."
646,Superbe 100m2 - 2 Balcons - Proche Gare - Climatisé,"€ 4,389",Managed by a private host,"Set in Marseille, 1.3 km from Joliette Metro Station and 1.5 km from Les Terrasses du Port Shopping Centre, Superbe 100m2 - 2 Balcons - Proche Gare - Climatisé offers accommodation with free WiFi, air conditioning and a terrace. It is located 2.4 km from Vieux Port Metro station and features a lift. The property is non-smoking and is situated 1.1 km from Marseille Saint-Charles Train Station.

The spacious apartment with a balcony and city views features 4 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 2 bathrooms with a shower. Towels and bed linen are featured in the apartment. The property has an outdoor dining area.

Museum of European and Mediterranean Civilisations is 2.5 km from the apartment, while Saint-Ferreol Street is 3.7 km away. The nearest airport is Marseille Provence Airport, 21 km from Superbe 100m2 - 2 Balcons - Proche Gare - Climatisé."
647,Elegance and comfort in the heart of Marseille near castellane,"€ 1,076","3 beds (2 doubles, 1 sofa bed)","Located 1.3 km from La Timone Metro Station, 1.7 km from Rond-Point du Prado Metro Station and 1.9 km from Orange Velodrome Stadium, Elegance and comfort in the heart of Marseille near castellane offers accommodation situated in Marseille. Both free WiFi and parking on-site are available at the apartment free of charge. The property is non-smoking and is set less than 1 km from Castellane Metro Station.

The spacious apartment comes with 3 bedrooms, 1 bathroom, bed linen, towels, a TV, a dining area, a fully equipped kitchen, and a balcony with city views.

Marseille Chanot Exhibition and Convention Centre is 1.6 km from Elegance and comfort in the heart of Marseille near castellane, while Saint-Ferreol Street is 1.8 km away. The nearest airport is Marseille Provence Airport, 24 km from the accommodation."
648,Beautiful T2 city center - COURS JULIEN RÉFORMÉS - Air Rental,€ 709,Managed by a private host,"Offering city views, Beautiful T2 city center - COURS JULIEN RÉFORMÉS - Air Rental is an accommodation set in Marseille, 1.2 km from Vieux Port Metro station and less than 1 km from Marseille Saint-Charles Train Station. The property is located 2.5 km from Museum of European and Mediterranean Civilisations, 2.7 km from Joliette Metro Station and 2.8 km from Les Terrasses du Port Shopping Centre. The property offers a 24-hour front desk and free WiFi is available throughout the property.

This apartment includes 1 bedroom, a living room and a TV, an equipped kitchen with a dining area, and 1 bathroom with an a bath or shower and a washing machine. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Saint-Ferreol Street, Castellane Metro Station and La Timone Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Beautiful T2 city center - COURS JULIEN RÉFORMÉS - Air Rental."
649,Chic and nenwly renovated apartment - central location,€ 747,Managed by a private host,"Chic and nenwly renovated apartment - central location is a recently renovated apartment in the centre of Marseille, 2.8 km from Plage des Catalans and less than 1 km from Vieux Port Metro station. The property is around 2.7 km from Museum of European and Mediterranean Civilisations, 2.8 km from Joliette Metro Station and 3 km from Les Terrasses du Port Shopping Centre. Free WiFi is available throughout the property and Marseille Saint-Charles Train Station is less than 1 km away.

The spacious apartment features 1 bedroom, a flat-screen TV, a fully equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower.

Popular points of interest near the apartment include Saint-Ferreol Street, Castellane Metro Station and La Timone Metro Station. The nearest airport is Marseille Provence Airport, 23 km from Chic and nenwly renovated apartment - central location."
